date,fromHeight,toHeight,blocksScanned,totalTx,txWithOpReturn,txAlkanes,opReturnBytes,runestoneBytes,alkanesBytes,dieselMints,feeTotalSats,feeAlkanesSats,feeOpReturnSats,btcUsd,weightTotal,weightAlkanes,ugMints,dieselUg,txAlkRunestone,txPureRunes
2025-09-21,915646,915807,162,513490,245733,215573,5175135,4764208,4556778,214977,300402984,16055447,24968208,115715.51536781774,562071826,129074087,232273,211759,191620,20133
2025-09-22,915808,915957,150,456797,181740,156235,3930022,3454221,3290435,155694,338423204,6625219,17905187,115304.47999407038,546684153,94649276,167549,152557,149986,16590
2025-09-23,915958,916101,144,495947,233057,221078,5234860,4688558,4652433,220608,279331599,15360394,23559552,112696.74101711863,522487170,128274060,218589,217238,221078,2708
2025-09-24,916102,916254,153,522936,259345,246949,5802258,5216327,5183700,246617,287830021,14447774,24495277,112022.16587861195,540305872,155174449,244521,243351,232423,2327
2025-09-25,916255,916395,141,431725,150171,137929,3461112,2936537,2900664,137532,327870953,6959145,15864025,113320.56908541008,514286418,78943005,136327,135400,140864,2599
2025-09-26,916396,916527,132,419078,140563,128413,3211919,2732416,2696877,128070,405417458,6906924,17154722,108963.53013595635,485131626,72338576,126623,125492,140087,2891
2025-09-27,916528,916682,155,526116,275652,256533,6110977,5419944,5380487,256241,256598488,8520293,16599143,109660.37389675,538769451,147733648,254118,252757,238327,2690
2025-09-28,916683,916847,165,635424,389540,362083,8538401,7634378,7597396,361743,219530735,16231008,24455724,109675.14319507511,562231605,211367265,360113,357836,316000,3041
2025-09-29,916848,916987,140,444460,164664,143830,3736230,3079142,3020986,143036,332714931,8840257,20634063,112179.39882976888,490785853,89219138,141476,140250,147939,4055
2025-09-30,916988,917148,161,555361,261127,241623,5913515,5117404,5071555,241334,315845964,9168424,23330222,114327.17133804818,557662247,143391092,239185,237977,216110,2834
2025-10-01,917149,917299,151,473880,170569,154241,4019299,3300900,3261195,154055,363458238,7419405,21379902,114087.51383151024,551282825,98584378,148778,147817,147091,2595
2025-10-02,917300,917435,136,381586,72876,55637,1935240,1232363,1166674,55359,414082832,7513569,24588360,118930.95511416093,479806225,35836558,54008,52707,58910,4627
2025-10-03,917436,917553,118,387726,79547,63445,2134086,1386533,1334168,63208,513219673,8126854,25928273,120514.57785586917,460613877,38063375,63319,61832,77424,4729
2025-10-04,917554,917687,134,422031,140777,114500,3766211,2450128,2406593,114068,396879101,9154273,24798512,122294.92441742844,484934493,67087726,111977,111255,123045,3178
2025-10-05,917688,917836,149,525372,264904,232890,6603257,4948914,4899019,232597,269336047,11237948,23770492,122428.89063350527,523715568,134432585,230813,229354,225075,3669
2025-10-06,917837,917959,123,431274,145885,126516,3736523,2702245,2661108,126257,441389112,8119683,21906268,123488.7305970136,455528246,71836190,124277,124037,148116,2927
2025-10-07,917960,918097,138,430492,135357,117822,3287298,2521391,2468780,117548,404398191,7978916,18350169,124739.81088811433,518359383,67389166,115155,114585,122945,3183
2025-10-08,918098,918245,148,427474,122491,62518,2451965,1783639,1349543,62254,337913087,3802129,17464763,121463.11808164183,529900424,41376096,103621,60548,60828,46808
2025-10-09,918246,918365,120,367782,80177,47370,1797599,1255666,1017464,47098,379660682,5022109,21535196,123342.98469750278,437012929,28345939,63430,44865,56844,27272
2025-10-10,918366,918497,132,418155,105946,68006,2310313,1699408,1445097,67879,402978368,4513231,21438770,121718.66757741552,488244533,40867173,90628,65144,74188,30193
2025-10-11,918498,918644,147,444087,156914,114107,3942395,2590996,2419480,113965,359960947,12170649,25550964,113043.67586321976,528199442,68029405,126223,110769,111778,17229
2025-10-12,918645,918789,145,463487,222303,174715,4712941,4048605,3722879,174386,243852623,6668465,18129872,110655.26975977032,510399961,112300953,208487,173557,173510,36038
2025-10-13,918790,918941,152,491572,218531,167326,4847089,3885770,3570402,167129,287061913,10256177,20226343,115060.88417839336,525447802,104029944,201202,167082,158519,33531
2025-10-14,918942,919110,169,562791,289393,234242,6529896,5290772,4970986,234111,272882829,15220612,25834387,115226.58429002496,582940977,162763539,266531,233957,199591,29152
2025-10-15,919111,919254,144,480244,197570,171849,4411614,3793271,3626329,171681,296788477,8637529,19412047,113066.35078450407,497272614,106029016,185513,171517,171849,16182
2025-10-16,919255,919407,153,497400,210945,139260,4134844,3535752,2969035,138952,316804869,6226865,19348097,110844.40417180728,546812803,87617111,200360,138803,131068,59388
2025-10-17,919408,919566,159,480068,176682,40554,2679357,1988039,897408,40377,367513419,4329383,30885159,108168.17353436728,544697565,28668870,163730,40366,36728,113304
2025-10-18,919567,919731,165,564018,317499,47196,3811311,3328485,1067237,46977,255455698,11828035,53733420,106483.89143637568,568068353,37870478,308799,46951,41189,229367
2025-10-19,919732,919870,139,443253,214882,69459,3157065,2676685,1488738,69308,223185996,2922991,22450727,107210.0961099579,492755089,51041848,206464,69301,71958,143313
2025-10-20,919871,920019,149,424653,151319,135156,3475835,2945711,2862222,134882,293085272,9088768,16979283,108655.50525004532,511038545,104278290,142547,134870,130621,8297
2025-10-21,920020,920169,150,429039,145736,97552,3043224,2422684,2072760,97125,295225000,4580266,13133802,110535.86301373685,526017435,80128204,134969,97096,93650,37666
2025-10-22,920170,920322,153,489141,226003,149406,4319523,3744442,3156329,149120,289572835,9477669,22260502,108301.75462476298,531061774,96892074,216761,149104,140617,64624
2025-10-23,920323,920464,142,426260,149986,60907,2593335,1968162,1302444,60808,268220133,3227370,12041453,107591.4605093986,492498360,43998777,138902,60285,61765,80787
2025-10-24,920465,920643,179,571212,286861,153111,4903687,4332015,3252638,153013,290537255,6422944,19553007,110109.30522515893,606021932,112182198,275749,152540,123173,100733
2025-10-25,920644,920803,160,504399,263581,177452,5160046,4475033,3791037,177300,217009329,8889159,18557171,111030.1833786475,560501555,137857331,254681,177019,159707,70781
2025-10-26,920804,920950,147,521328,302029,219151,5946035,5301036,4646499,219034,203701929,7708241,14892214,111631.63726547628,502267083,144321447,291540,218821,214679,72031
2025-10-27,920951,921097,147,507349,226749,182895,4805174,4184394,3867353,182699,282157633,8359383,15613284,114419.22169689646,534482717,112408639,215638,182090,179162,33994
2025-10-28,921098,921259,162,524707,248109,159023,4620772,4105824,3390277,158898,293587872,6425917,15706946,114085.33123756813,557516524,105484655,239684,158482,141354,73343
2025-10-29,921260,921382,123,392028,117272,102649,2694576,2248388,2175315,102462,260840325,3908742,9811057,112893.85203624627,438523306,70147793,107880,101797,120174,8866
2025-10-30,921383,921542,160,554058,266916,222833,5577599,5021964,4701172,222774,286749760,8387665,16911654,110026.087620204,558705551,151399915,256059,221832,200550,32175
2025-10-31,921543,921682,140,460063,163444,64321,2566639,2194534,1384533,64278,347297464,5069391,16723492,108409.379924928,517255620,47323981,154482,63308,66159,96000
2025-11-01,921683,921820,138,391320,131512,40735,2032375,1600162,887453,40652,246908678,1743986,20663988,109566.6066188076,494421489,27392324,123970,40164,42506,88202
2025-11-02,921821,921975,155,408092,171299,123799,3526007,2982767,2644169,123458,208901564,6339048,14539433,110066.94174051796,515154950,97030990,162059,123243,115013,36740
2025-11-03,921976,922117,142,447703,154602,54673,2414258,1969622,1177470,54440,312516683,4700204,16233060,110499.52238345638,523058453,37624078,146052,53789,55443,94730
2025-11-04,922118,922248,131,375984,66836,43200,1529930,1068749,916168,43005,395545963,3824915,13194613,106451.70653262926,481004353,32977087,57336,42247,47487,18092
2025-11-05,922249,922386,138,396072,105733,95856,2470223,2066180,2030893,95666,418353984,6419936,15827691,101480.76659609628,501086270,64775865,97124,94971,100024,3375
2025-11-06,922387,922526,140,416278,134028,100087,2824775,2359375,2129747,99910,332851088,1666038,8883284,103878.9335997028,510442914,72804123,124137,99886,102947,26148
2025-11-07,922527,922668,142,476245,179752,123471,3501823,3074123,2634151,123259,337368628,6865918,18366473,101261.6455104612,542668215,93503809,169822,123149,125210,49656
2025-11-08,922669,922788,120,351420,107277,56090,1902593,1631777,1208912,55706,261020571,4168364,11057697,103191.7560668328,434626491,38092934,100890,55211,67308,56387
2025-11-09,922789,922929,141,466347,236083,132367,4052502,3753719,2865674,132230,229472505,4985289,19689350,102286.82524827348,502137144,97802518,229851,131955,135183,101218
2025-11-10,922930,923069,140,449593,163332,76511,2746978,2356585,1658520,76347,385990201,6801870,27672985,104610.22853607994,507978094,57585261,154235,75770,78697,82317
2025-11-11,923070,923222,153,481949,206095,99138,3410239,3010738,2162431,98954,268989415,8058664,28526598,105951.49599987874,539193885,80716632,197296,98469,93306,94135
2025-11-12,923223,923363,141,451023,176385,110611,3285119,2889928,2363101,110351,260791945,5603788,18475290,103112.21006199118,507070663,76122058,167645,109871,112964,60176
2025-11-13,923364,923513,150,486719,200733,85682,3213158,2807941,1843079,85437,296305612,7337267,21734163,101633.69431605682,536415115,68167038,190240,85088,82255,103522
2025-11-14,923514,923657,144,482152,165775,62778,2676478,2217041,1343367,62605,343586465,6277550,19602962,99480.3070908126,545055450,48319160,157834,61878,62778,96829
2025-11-15,923658,923800,143,484330,220857,59189,2973708,2655816,1276013,59030,256695356,6005447,21529144,94772.61435799382,536995998,46604229,214511,58497,59603,157785
2025-11-16,923801,923959,159,581852,338228,32600,3628009,3311567,724792,32343,260749462,5269368,50038961,95380.13316661112,574925882,24954134,331336,31940,29525,271756
2025-11-17,923960,924083,124,415543,140214,13237,1665208,1334757,284167,13023,447564268,4043544,37297031,94188.27668924726,485212479,9746364,132850,12452,15372,140812
2025-11-18,924084,924216,133,317239,37013,28124,1003055,625827,595518,28000,372578633,3613030,10417107,92100.36452360668,484127828,30720235,29761,27985,30450,2904
2025-11-19,924217,924353,137,361791,70948,51491,1575423,1231277,1103118,51291,332947906,7125952,14924506,92903.18008511196,493613890,61212356,63767,51231,54122,14408
2025-11-20,924354,924484,131,361895,65291,43960,1424195,1098514,951395,43736,317346516,2540838,8200623,91408.3573343969,485337400,49466526,58252,43642,48322,17416
2025-11-21,924485,924635,151,413267,92403,51755,1808752,1431654,1124750,51540,363853668,3082834,11560623,86618.47155915352,547320984,34257586,81543,51223,49356,32880
2025-11-22,924636,924778,143,472342,218017,54405,2836297,2519674,1171949,54213,294749949,8963639,35250992,85087.95256265256,511983294,42656234,210992,54114,54785,159748
2025-11-23,924779,924920,142,317173,83509,67536,1831535,1531509,1426864,67307,232061272,3562928,9511832,84675.50764856212,500624709,43516360,77512,67288,68487,11270
2025-11-24,924921,925063,143,400125,129005,93099,2602925,2264206,1988316,92948,258355817,3757544,10133418,86740.11773876166,513993980,65723739,119314,92941,93750,30657
2025-11-25,925064,925178,115,350825,83491,73309,1967847,1598514,1555295,73094,313968156,2845225,20792924,88256.04395603726,431206770,60073208,76176,73076,91796,5068
2025-11-26,925179,925342,164,477042,190501,171802,4157045,3755125,3639007,171665,289720699,9280346,21761539,87317.00455056976,592797206,130487983,178156,171074,150851,10744
2025-11-27,925343,925485,143,403825,126347,114204,2833074,2468375,2409526,114046,292204220,3240846,9330886,90515.94357835098,506932299,89698049,119190,113782,115003,6341
2025-11-28,925486,925635,150,511691,222500,52899,2943218,2549570,1172413,52778,286971291,3147287,13247920,91323.62827620257,545317047,41262887,215716,52673,50783,157205
2025-11-29,925636,925772,137,400703,144583,121343,3181489,2752115,2598813,121207,223100245,7061476,12271669,90904.86767344688,502920169,96815805,137103,121207,127543,18332
2025-11-30,925773,925939,167,517534,276036,252912,5828713,5497093,5347898,252565,213313532,8827333,18338405,90832.18685385384,592331512,175947341,269772,252534,218080,15458
2025-12-01,925940,926072,133,402123,104591,87499,2369107,1969409,1877348,87299,410050906,5111367,15636766,90359.86873169734,504017759,55568803,97412,87270,94736,11896
2025-12-02,926073,926199,127,412650,117632,108098,3567615,2323673,2295377,107919,390062288,3001263,20436318,86303.89766361401,481362513,76878747,109841,107891,122568,3188
2025-12-03,926200,926331,132,429624,129160,122263,2984930,2608244,2595686,122067,356462508,3987988,10601614,91320.07942505728,484435267,86658316,122079,122053,133378,907
2025-12-04,926332,926463,132,414109,123298,108546,2757497,2395574,2324351,108382,322720040,5573506,13287677,93428.59451478458,494360125,81486160,116643,108366,118414,9814
2025-12-05,926464,926582,119,356330,77747,56350,1685509,1315239,1200738,56197,357261113,3673082,11992622,92119.19047831658,447296099,39132188,71093,56136,68188,18836
2025-12-06,926583,926745,163,527061,280728,225894,5658738,5183227,4839899,225566,240576799,6564868,13076594,89264.22915485654,553334775,153332844,272677,225545,199563,42191
2025-12-07,926746,926905,160,543191,312482,291726,6781983,6308606,6196751,291368,199102947,9899230,14352374,89227.45274823112,557508403,194168419,304363,291327,262553,12357
2025-12-08,926906,927053,148,580273,324028,290168,6890452,6334784,6153377,289651,261046693,5157933,10032821,90398.44875659447,550982893,174925704,313870,289646,282326,24154
2025-12-09,927054,927182,129,448961,175129,152283,4249232,3286028,3226572,151918,298038128,5043666,11585960,90626.0373431212,483843760,90737009,157540,151908,169990,7025
2025-12-10,927183,927337,155,550483,273605,220824,5532696,5036476,4686508,220329,268940365,6051995,14345329,92686.10402025311,568137758,133516799,263967,220142,205153,41440
2025-12-11,927338,927497,160,472857,199088,163970,4201481,3830907,3576044,163384,264744661,5652472,11863357,91986.58107213798,564873032,142496292,191455,163374,147573,26315
2025-12-12,927498,927642,145,417151,133351,111063,2965894,2564890,2418076,110672,283746043,4523419,9729396,92525.8680026296,532113919,95460946,125441,110626,110297,15936
2025-12-13,927643,927785,143,495923,251730,234438,5493368,5045880,4948835,234003,218662550,4366388,10285080,90260.54242242372,522139014,144753091,241339,233893,236077,10543
2025-12-14,927786,927913,128,416686,197747,182736,4379686,3984724,3902140,182424,193046116,8090477,14117621,90253.11813342397,446853954,138260811,190605,182393,205578,10065
2025-12-15,927914,928047,134,423355,155350,118098,3234649,2871361,2588616,117668,277868007,5054877,11736360,88184.41093067056,484681040,90882122,147974,117666,126911,33719
2025-12-16,928048,928194,147,443734,173666,149123,3761467,3367168,3200296,148809,272140663,4547222,10394989,86413.22138097929,512255957,102345470,165980,148801,146080,17832
2025-12-17,928195,928332,138,446512,173362,138090,3652935,3245331,2988527,137113,281297801,11688294,20181810,87719.68139798648,501740512,107174802,164715,137096,144094,29997
2025-12-18,928333,928476,144,463881,187532,133182,3724602,3358700,2927647,132922,274167775,6040447,13597569,86196.82137334664,530501253,107429866,180618,132916,133182,48529
2025-12-19,928477,928621,145,434180,147432,115938,3124241,2771931,2539328,115652,328108111,4594295,12141603,85450.17964790671,525421021,118436869,140582,115642,115138,25624
2025-12-20,928622,928768,147,440896,183984,147400,3850563,3506358,3222579,147194,218866688,6111853,12153204,88091.69571216944,512497849,108384285,177028,147115,144392,30576
2025-12-21,928769,928906,138,441101,214354,186353,4601284,4267673,4058587,186047,187931674,4784883,9562491,88348.27802016199,479562841,138059084,207293,185868,194455,23718
2025-12-22,928907,929045,139,427277,162032,117029,3296047,2927454,2574929,116799,255006477,7175569,13941970,88672.32967904503,485016212,96228720,155057,116749,121239,40550
2025-12-23,929046,929190,145,431004,155050,125728,3362836,2977913,2767865,125495,255184313,10102356,16815779,88489.72404150236,511469045,111919705,147821,125488,124861,23200
2025-12-24,929191,929349,159,501255,230750,211641,4983856,4610357,4493050,211446,273673796,6530757,10835864,87496.14669239183,571881964,139229049,224043,211406,191675,12177
2025-12-25,929350,929487,138,464027,237419,216457,5085008,4743764,4610855,216278,208774973,3268757,7054927,87589.01664996856,490808784,139096362,231209,216262,225868,16358
2025-12-26,929488,929643,156,517078,266229,234269,5625673,5290899,5052822,234035,236586472,10425430,16457870,87192.23473670239,532747284,188562780,259929,234022,216248,24758
2025-12-27,929644,929779,136,470913,232620,213601,5098801,4726892,4600936,213419,211863218,13110451,17349265,87303.04428036696,493713797,178439726,225535,212509,226166,14555
2025-12-28,929785,929939,155,540851,311567,142090,4611604,4261073,3031102,141916,215540502,10580134,24826845,87852.98655230374,542889342,127931946,310882,154213,143653,146381
2025-12-29,929940,930088,149,529437,259557,59465,3100503,2722932,1297993,59368,267244889,4414800,21880156,87867.03943448896,564980841,48588619,262095,61484,57865,189151
2025-12-30,930089,930207,119,369499,86970,23067,1277676,946156,510555,22955,297274513,3695362,10439495,87154.68240604762,441485094,17787850,81020,22947,27913,71050
2025-12-31,930208,930340,133,408137,124929,71679,2280902,1955018,1570674,71470,315528709,1420567,11793820,88363.72223633934,487035594,58690838,118838,71415,77607,52142
2026-01-01,930341,930491,151,469099,243310,186005,4725701,4422218,3992572,185842,223460679,14857212,20274466,87575.04615968224,511363190,155172665,237530,185811,177382,50228
2026-01-02,930492,930635,144,458965,194008,140476,3798182,3447338,3062452,140340,268624645,7634897,13898622,88764.12624075128,504842177,116787903,187516,140189,140476,47956
2026-01-03,930636,930790,155,501272,241150,137609,4128174,3766065,2985949,137520,262027149,14273653,27840003,89978.91920361611,531598882,112517510,234283,137445,127843,91111
2026-01-04,930791,930935,145,474589,227158,98459,3508519,3106309,2117505,98254,239616784,11597228,35711260,90614.40684381907,518540254,79972385,219495,98254,97780,121876
2026-01-05,930936,931067,132,409625,129740,53596,2160326,1703966,1170774,53454,278746337,4328563,13360452,91879.5772256957,475855690,44649056,121621,53452,58468,75433
2026-01-06,931068,931197,130,424895,146062,71394,2593857,2057221,1527408,71194,276438086,2739992,12770090,93879.9479734475,488308004,62790955,135330,69956,79083,73368
2026-01-07,931198,931344,147,425191,164667,137324,3505735,3066401,2891050,137192,259890473,6825865,14071966,93649.6319764084,533441036,123825852,154649,135287,134521,20056
2026-01-08,931345,931476,132,334415,81372,55398,1790153,1373854,1200601,55255,252742997,3995709,9366534,91286.03314397692,469018074,66601414,74306,55250,60434,21475
2026-01-09,931477,931618,142,355655,79304,66561,1876784,1464386,1401194,66456,261101839,2673384,9553915,91027.66616983686,509537236,51168414,68277,66406,67498,6291
2026-01-10,931619,931780,162,488786,249809,119558,3938773,3563186,2571655,119424,203575876,5720701,12425630,90551.71363174269,565815964,111428695,242919,119424,106274,110455
2026-01-11,931781,931902,122,290317,72749,65125,1748541,1396759,1373871,65014,191992710,3264939,7616002,90420.29795170767,440206511,76273516,65551,64889,76869,2408
2026-01-12,931903,932044,142,411249,161150,103407,3069707,2663223,2224188,103279,237355841,4369702,10883548,90856.55910152226,507717918,116746949,154076,103279,104863,52217
2026-01-13,932045,932179,135,336329,75701,63048,1974268,1401594,1360065,62933,295137224,2726117,12811237,91200.62761511702,478762414,86994931,66455,62933,67251,4365
2026-01-14,932180,932303,124,324327,51065,39226,1424664,883010,841704,39111,307288284,3753992,12162292,95429.1573224277,461715563,32628768,40274,38436,45553,4358
2026-01-15,932304,932442,139,374223,96832,51586,1943401,1432112,1112811,51458,325228184,4956360,13477568,96898.76071081961,497573660,59464722,87256,51458,53442,37896
2026-01-16,932443,932572,130,361943,85727,24315,1411525,966805,519078,24181,331762974,3720225,14575326,95593.30783680787,494217277,35831388,77632,24181,26934,60109
2026-01-17,932573,932721,149,357391,122358,64116,2201458,1829993,1373508,64006,233920413,6659516,13578030,95523.1861982478,511863709,86198993,115940,64006,61964,50653
2026-01-18,932722,932861,140,332526,120519,68704,2230626,1868450,1477595,68584,186424165,3700696,23902721,94802.88170431636,480191339,131293706,114202,68582,70667,47476
2026-01-19,932862,933011,150,354595,104156,68726,2219716,1699357,1461300,68469,228267959,3237558,9520352,93344.2194849136,535203365,69624292,95284,68468,65977,26389
2026-01-20,933012,933144,133,383148,140007,80687,2818207,2103730,1712745,80548,274208451,3278793,32680333,92566.01277952259,492539204,91747770,127292,80546,87360,52399
2026-01-21,933145,933281,137,428195,163823,140292,3635800,3074610,2952859,140135,268551253,7081697,14642080,88416.88686186896,491223918,97914298,154108,140133,147460,15486
2026-01-22,933282,933442,161,464040,214371,112685,3659234,3157336,2394540,112550,228662075,3521225,10829220,89453.90473719541,561666143,102632579,205901,112550,100787,83975
2026-01-23,933443,933582,140,436563,176703,83566,2844690,2424756,1765947,83413,251372652,2844342,11831658,89483.65163014928,510722873,76743121,168021,83221,85954,88901
2026-01-24,933583,933680,98,289144,76954,56646,1729142,1326107,1200596,56489,201546836,2793015,8239472,89524.84864062016,350442178,45186874,66251,56489,83235,20400
2026-01-25,933681,933788,108,314920,103611,61510,2066479,1569709,1313134,61293,192790523,1268920,16796989,89149.95970929884,383138546,39139145,94756,61293,82013,45779
2026-01-26,933789,933912,124,402432,158257,52309,2318605,1849246,1116406,51976,237703143,2447603,11102326,86625.33128140382,459345648,34551857,149917,51974,60746,114648
2026-01-27,933913,934034,122,362327,113073,24726,1658020,1163514,534474,24399,230411534,752953,7733135,88249.90141827049,422410036,17534916,104438,24394,29185,95446
2026-01-28,934035,934144,110,336095,79008,12171,1190156,732163,263088,12030,287090808,992727,11975868,89141.65035979386,406358095,11008022,71079,11948,15933,78328
2026-01-29,934145,934272,128,428725,158601,39656,2344244,1812172,853354,39244,273977676,1415730,13645726,89212.20824183176,482403467,30578514,148198,39194,44613,124746
2026-01-30,934273,934403,131,380796,86549,38359,1757846,1179892,814606,38095,335061960,1661891,12316320,84630.42066738439,488300203,26835282,76311,38042,42166,43487
2026-01-31,934404,934541,138,405402,130250,35981,2095921,1485791,775416,35743,304066780,1324293,14450808,84091.63017682909,492708892,26172465,119191,35696,37545,88809
2026-02-01,934542,934660,119,352779,117669,24427,1690215,1202848,530104,24178,252159004,3030453,21135719,78647.02739790398,423105520,16843477,109410,24144,29559,103851
2026-02-02,934661,934778,118,357323,89817,12984,1324281,872176,287716,12845,341784239,1842831,14807905,76895.58665593083,433761407,12565635,81824,12815,15845,84998
2026-02-03,934779,934910,132,435461,147821,24963,2002282,1518705,574268,24797,329510479,3472671,23063769,78670.58922752787,513191609,29677309,139076,24749,27232,125326
2026-02-04,934911,935052,142,411218,137198,40500,2097075,1627102,907596,40285,321760022,1907862,15404261,75628.04173330522,536149232,42592422,128115,40247,41070,90153
2026-02-05,935053,935179,127,384550,68338,22800,1428891,803835,500076,22664,559283490,477236,20476720,73059.17986713687,479965397,18429299,57101,22651,25852,40470
2026-02-06,935180,935324,145,410157,84512,33695,1626163,1072258,718889,33571,624084550,2391953,24964303,62778.217566354324,550990502,24441669,74351,33538,33463,41539
2026-02-07,935325,935490,166,494507,245571,103762,3835505,3385752,2274663,103619,276788886,6388333,22504871,70272.52223140873,571062328,79258454,236547,103585,90010,116826
2026-02-08,935491,935660,170,507211,277959,82001,3798816,3306733,1793299,81891,223211711,3865442,21578800,69245.78200906444,560908389,63742083,269157,81879,69460,159405
2026-02-09,935661,935823,163,402013,150668,39055,2109387,1646245,841691,38902,292349561,2476136,14021834,70398.0850329669,549494090,52722762,142322,38888,34503,92120
2026-02-10,935824,935967,144,385928,126762,44710,2040600,1576743,956689,44654,259595830,1846244,29683323,70175.14749173766,506440925,30567787,119145,44641,44710,75205
2026-02-11,935968,936124,157,455182,198392,68075,3006820,2500245,1472112,67944,293574854,2724242,13788268,68841.8723764457,566526355,55897951,189595,67933,62438,112238
2026-02-12,936125,936301,177,484938,215264,87455,3309514,2881249,1901560,87314,255175314,2714927,11974909,67090.5793396472,594300389,73492235,207819,87288,71150,98619
2026-02-13,936302,936452,151,529750,266515,84156,3598479,3147989,1808551,84000,276451144,2650758,12821417,66258.52954947444,547775376,57121405,255819,83965,80255,167270
2026-02-14,936453,936618,166,537394,297963,74503,3633719,3230646,1586935,74330,218313033,4034711,14788113,68837.58112429692,584882689,58890553,289799,74281,64629,188610
2026-02-15,936619,936815,197,701969,493663,93402,5340491,4960741,1995165,93189,185144308,2473582,9162518,69799.5509626349,666556289,89314418,487372,93158,68274,288452
2026-02-16,936816,936990,175,526061,296090,75349,3782568,3378338,1629493,75237,221631648,2123471,10651653,68778.84298479716,600806841,67850284,289566,75210,62001,176737
2026-02-17,936991,937155,165,659135,430732,56382,4397380,3987216,1219871,56319,229023986,1920300,10651166,68859.77618747062,588302371,42420019,423962,56299,49206,321239
2026-02-18,937156,937308,153,507143,254963,43668,2883872,2482899,937473,43593,230638378,1706093,13233347,67559.29573331702,515736180,28180654,248376,43555,41099,193192
2026-02-19,937309,937467,159,512501,264619,41169,3004999,2598745,880292,41071,235786480,1621274,11789945,66426.61953458567,546579505,31614087,257908,40922,37285,196891
2026-02-20,937468,937604,137,413542,161256,41521,2275358,1860497,893344,41382,259073275,1474030,10818892,66976.02936410521,486484887,37283742,154320,41334,43643,119338
2026-02-21,937605,937723,119,350751,122634,36317,1831235,1432853,777108,36168,215964537,805889,7606706,68002.9401106256,430335452,33123625,115986,36133,43947,97446
2026-02-22,937724,937887,164,529495,319627,75680,3891403,3474414,1601134,75493,187910113,1291980,9537687,68026.03124326779,553903421,66495338,311986,75391,66451,208750
2026-02-23,937888,938035,148,453671,206053,52750,2729458,2298725,1119689,52600,260488702,980121,10106515,65192.18870120006,507327648,38681107,199145,52533,51324,142991
2026-02-24,938036,938200,165,566873,293759,100566,4200274,3699140,2152131,100380,269560444,2473163,13168296,64737.90196985264,572483642,70708680,278418,100338,87767,162044
2026-02-25,938201,938356,156,485381,208926,56764,3025760,2490359,1248813,56598,291444115,1532386,26867644,64073.54894566756,546650485,43206590,199619,56510,52398,133098
2026-02-26,938357,938496,140,425509,149794,30408,2665493,1613557,668674,30139,343086166,3420844,17593670,67850.10521282951,502494870,27467881,136766,29615,31277,111013
2026-02-27,938497,938637,141,415510,123086,23748,1735824,1324448,530158,23531,301558430,1419327,28193801,67496.84163950248,503504365,21448573,115055,23519,24253,94566
2026-02-28,938638,938780,143,424909,162052,53265,2523390,2016367,1155875,52910,252753703,1479279,10810509,65891.22197698704,512063169,39464926,152262,52849,53637,101505
2026-03-01,938781,938929,149,462687,228132,54642,3131423,2633584,1199273,53634,255280047,3650221,14931780,67017.07604771722,526409358,44236933,218523,53568,52808,160227
2026-03-02,938930,939065,136,422366,155265,46269,2387667,1882575,1013277,45149,265880637,1522554,8880242,65824.42166938317,481007801,35043994,140688,45069,48991,106822
2026-03-03,939066,939199,134,381186,118498,53792,2062856,1639515,1152252,52930,270504003,2949065,11071148,68815.9363388441,497649538,35514451,109845,52900,57806,61926
2026-03-04,939200,939329,130,377812,99742,33252,1711130,1221254,715146,32514,303064152,2730026,16261208,68287.46303403362,473575374,22535791,89348,32452,36833,64539
2026-03-05,939330,939495,166,464513,182431,54691,2785806,2184809,1183368,54050,275420401,5624740,20600898,72752.30156666112,590164888,58570633,170646,53935,47443,102203
2026-03-06,939496,939641,146,442642,164373,37248,2273709,1792090,810391,36618,292696968,1524656,11845904,70868.21819643723,524214004,45349503,154981,36522,36738,117360
2026-03-07,939642,939773,132,437720,195980,54405,2752970,2328462,1183622,54048,221186868,2218673,10345504,68142.88312387785,482735065,40418987,188144,53972,59351,146933
2026-03-08,939774,939907,134,453532,232985,69004,3191973,2792060,1495795,68807,196417132,2748014,11638707,67339.67440056572,477440666,50063214,225780,68735,74154,169405
2026-03-09,939908,940045,138,415576,165039,51014,2460472,2019673,1094849,50780,251665380,2147420,13053811,66042.7510790264,488418716,36312840,157144,50732,53232,111702
2026-03-10,940046,940183,138,381301,124057,45172,2119215,1609525,977197,45018,269723863,2095952,13403839,68430.60926017091,501811884,34068345,115285,44936,47136,74007
2026-03-11,940184,940322,139,401926,154219,62544,2500261,2068405,1339523,62309,279884208,1955607,10598620,69849.2035305081,512883149,62746089,144253,62204,64794,88159
2026-03-12,940323,940451,129,449282,192089,42890,2509409,2045024,914991,42759,269225377,3356459,15462857,70028.95987601393,481002632,33004129,172905,42653,47877,158735
2026-03-13,940452,940572,121,399857,130785,31641,1839191,1394594,670293,31567,334653123,1217987,10505610,70417.19388567522,449813354,20369227,121561,31538,37655,109818
2026-03-14,940573,940700,128,439447,211680,56262,2825605,2382940,1188546,56202,205410207,1067969,7627599,70838.93230193328,464688377,46319676,204231,56185,63295,167236
2026-03-15,940701,940825,125,407207,197145,52007,2621876,2226596,1101490,51966,196875992,1443213,7438213,71149.2823885419,431370666,37588904,189177,51953,59912,160186
