date,fromHeight,toHeight,blocksScanned,totalTx,txWithOpReturn,txAlkanes,opReturnBytes,runestoneBytes,alkanesBytes,dieselMints,feeTotalSats,feeAlkanesSats,feeOpReturnSats,btcUsd,weightTotal,weightAlkanes,ugMints,dieselUg,txAlkRunestone,txPureRunes
2026-03-16,940826,940950,125,405364,153548,41321,2220172,1758645,883690,41248,254280709,2399883,13249989,72934.2940718683,460940226,30848884,145663,41223,47602,120974
2026-03-17,940951,941077,127,372893,114638,37162,1823515,1352998,786018,37112,307890037,1956072,11576688,74679.37090810013,488917682,38063121,105987,37101,42136,78918
2026-03-18,941078,941216,139,441086,190834,70267,2883817,2468837,1523416,70231,261759393,2969877,14643620,74004.69080880683,496021891,53620156,181327,70203,72795,117840
2026-03-19,941217,941350,134,442571,179962,50112,2454019,2072354,1070697,50063,294951944,2534872,13634254,71220.04730260483,492552839,36529555,172958,50046,53852,132542
2026-03-20,941351,941484,134,423312,166136,92716,2902021,2506064,1961624,92599,272301647,1937584,7852210,69936.19932093748,493229520,66810457,157410,92558,99635,71568
2026-03-21,941485,941622,138,488238,233721,101989,4805418,2788530,2144347,101898,268381319,3495809,63737041,70526.28915957874,494327587,77768856,187511,101856,106423,91897
2026-03-22,941623,941784,162,629923,377562,147941,6236618,4508309,3110340,147894,207426659,3278119,37883640,68424.07687771624,543569634,87180407,336640,147849,131503,171805
2026-03-23,941785,941944,160,540923,275421,130567,4708349,3803484,2788009,130521,245047982,4058834,19574289,67933.42948137881,565911716,82749006,256587,130501,117510,114641
2026-03-24,941945,942069,125,382745,136118,56960,2557080,1736204,1208854,56897,250001762,973232,9449283,70987.25185405998,458987715,38618688,120067,56819,65618,74385
2026-03-25,942070,942222,153,514820,224931,107978,4113743,3107656,2288484,107949,265232443,2769257,18761473,70528.86345595501,551532300,64906899,203682,107895,101626,91172
2026-03-26,942223,942387,165,629007,367917,170603,5680758,5126092,3619185,170523,236815757,2861341,11909432,71303.58545062262,613726938,121795502,357818,170465,148890,164180
2026-03-27,942388,942539,152,664609,406416,205211,6181281,5727051,4321391,205178,267338370,4919925,14367508,68727.2122901201,575168479,119171658,397849,205134,194410,183296
2026-03-28,942540,942713,174,763304,539892,354842,9222259,8787251,7469254,352925,186462916,6921653,13993966,66329.88185741157,623287655,209990536,529786,352915,293662,146715
2026-03-29,942714,942857,144,634952,437846,321989,8013213,7634216,6784274,318192,163426923,3179317,7941085,66388.84446013413,530718247,194493082,430112,318172,321989,109127
2026-03-30,942858,942993,136,532760,290321,221889,5558867,5167722,4664191,221225,249977593,4760120,10085645,65947.03192607871,515494383,125737593,281841,221155,234941,64653
2026-03-31,942994,943129,136,523751,263681,202786,5146476,4732971,4279535,202114,247214933,5699663,17479357,66691.27147786925,521000294,119252364,255662,202044,214715,57081
2026-04-01,943130,943291,162,683419,400927,293064,7414900,6948173,6162255,292985,255197884,3499766,11020478,68107.47456405059,628556629,166208116,392600,292893,260501,89213
2026-04-02,943292,943436,145,508404,245040,198866,4951828,4522698,4185136,198833,254700179,4122082,10139349,67959.87524726024,549395490,120164237,235319,198802,197495,38860
2026-04-03,943437,943568,132,459037,201991,166086,4166924,3752385,3489076,166065,261456449,2921294,13269626,66887.51063938277,493669014,94592353,186589,166047,181185,31768
2026-04-04,943569,943688,120,433372,211595,192745,4532664,4156395,4048321,192696,204944825,5862263,19204689,66822.55230312092,458515067,114065738,204607,192681,231294,14922
2026-04-05,943689,943847,159,725796,529217,366792,9248620,8850174,7718514,366767,161238194,7334867,13061187,67077.1500532805,582907801,209855271,520517,366737,332189,139705
2026-04-06,943848,943975,128,465261,229100,205976,4863564,4451701,4331411,205947,217566785,3037271,7693341,69002.03847938096,492721057,116114231,220129,205885,231723,16723
2026-04-07,943976,944113,138,538981,287227,233338,5741414,5299636,4909453,233240,236089633,2480999,7749547,68672.24657456316,513898169,132139197,278328,233193,243483,47694
2026-04-08,944114,944261,148,558574,298335,235739,5837338,5363465,4962820,235719,244339218,3929636,11676821,71661.76372427847,554584157,134574370,287939,235683,229368,51900
2026-04-09,944262,944405,144,586158,331539,195087,5419319,5030443,4105947,195048,239980830,3885775,11536829,70644.79416156793,540367862,111160314,324091,194994,195087,129760
2026-04-10,944406,944530,125,448495,184154,143273,3671762,3293000,3016644,143221,267259290,5922923,11878644,71367.80291658688,477505059,88309248,173832,143162,165050,39818
2026-04-11,944531,944653,123,465807,236437,178839,4500917,4148929,3757838,178826,198003709,3356636,7678342,72920.25491187068,455762659,100169189,227622,178696,209372,60612
2026-04-12,944654,944808,155,707229,501789,291774,7934953,7577757,6129724,291732,176294688,5983584,15210030,73021.85968305328,576070758,164108773,495266,291672,271067,189598
2026-04-13,944809,944956,148,641052,400348,297862,7321453,6956024,6261493,297837,231460802,4771902,10533601,70660.63961180339,562223978,168875881,392859,297781,289812,93092
2026-04-14,944957,945120,164,610515,344459,289923,6875861,6431753,6094771,289892,252465932,5385295,12162618,74481.64142860245,605104644,163380379,333901,289851,254567,39536
2026-04-15,945121,945245,125,465753,217397,193150,4596360,4213492,4061053,193112,270737594,3089806,9586005,74297.34759499803,476581716,108756727,209545,193058,222509,20146
2026-04-16,945246,945397,152,630320,356523,312232,7353910,6860969,6574454,312190,259169679,11284710,20415592,74826.31308825641,586916949,177596047,346889,312062,295799,34072
2026-04-17,945398,945538,141,552747,271886,221607,5474714,4998163,4658116,221574,349357945,9107087,20172657,75111.95674547968,535055695,138967175,261712,221526,226322,42926
2026-04-18,945539,945691,153,695157,464221,422917,9578424,9135993,8887340,422898,210609208,8293180,13661227,77125.73357198425,567686792,240393465,455712,422870,398040,31497
2026-04-19,945692,945849,158,727793,520428,472722,10646816,10232065,9930201,472563,176097841,13351502,20407844,75716.15083727139,573453139,267964795,510239,472520,430835,35216
2026-04-20,945850,945979,130,547526,299489,259083,6074238,5688795,5443328,259053,263214623,6425658,12755601,73841.02173808741,495003660,145218576,290680,258999,286984,35926
2026-04-21,945980,946114,135,537497,280406,235333,5760657,5211462,4944966,235311,245859733,7840428,15732287,75858.03546790924,500740362,131997647,268990,235275,251022,36935
2026-04-22,946115,946245,131,542847,275336,226687,5606977,5070075,4766098,226653,329983290,4313239,16820515,76326.19170242558,504035019,128401065,264526,226593,249183,42488
2026-04-23,946246,946366,121,450825,186033,143076,3691680,3294475,3009571,143010,276194790,5768744,12748745,78238.81675008619,453043619,81280203,175738,142801,170272,43079
2026-04-24,946367,946515,149,589597,318087,222549,5857602,5364335,4679643,222488,246855224,4899736,15326187,78275.32582745969,557988301,136387071,307681,222223,215081,84530
2026-04-25,946516,946655,140,581159,353523,286036,6969814,6525007,6010108,285959,197454031,8677194,15223707,77447.61757991764,523289178,168944473,327481,285901,294208,61933
2026-04-26,946656,946804,149,712904,503597,434790,10102672,9598803,9132037,434772,175743512,10904033,17024964,77634.51592192693,561037103,245756946,491751,434741,420200,58523
2026-04-27,946805,946942,138,580030,334517,242643,6129799,5714848,5097871,242603,229618059,8818601,17365359,78637.74356150378,510636148,136503367,325903,242556,253193,88858
2026-04-28,946943,947081,139,566274,312298,227256,5776433,5338101,4776454,227212,264984062,9741609,18712682,77366.78442217235,537338976,127748845,304806,227161,235431,80984
2026-04-29,947082,947208,127,383942,117456,87518,2422057,2018204,1842563,87400,288504480,4195698,10787719,76331.86443470464,484751146,49210982,108261,87204,99233,26608
2026-04-30,947214,947353,140,413808,144098,55699,2144991,1752786,1173208,55654,400279215,3866598,15284969,75784.95743624517,542691151,30088764,132852,53301,55067,82367
2026-05-01,947349,947506,158,593987,315715,231324,5871354,5410572,4867725,231201,332592403,13699811,26157896,76296.7964844269,589205628,130229952,307277,230771,210827,70175
2026-05-02,947507,947642,136,526246,294915,253433,7166667,5416023,5331489,253302,241084214,12846135,21223909,78207.76425489692,510141284,142822562,264317,253075,268341,12292
2026-05-03,947643,947794,152,604132,394554,348876,9016631,7473874,7333158,348762,199452203,14506317,21513549,78677.4246327222,550102072,196399328,367717,348526,330514,18527
2026-05-04,947795,947943,149,567996,307945,298753,6804124,6298053,6284653,298664,252982858,20719290,26928380,78512.09246456268,559336771,167607550,298502,298162,288728,1108
2026-05-05,947944,948093,150,585611,310691,293372,6736021,6245902,6173475,293248,286203332,12119089,19422863,79825.8751129579,581496184,165177793,301287,292642,281637,9019
2026-05-06,948094,948234,141,526789,255606,246211,5702443,5200958,5184819,245972,279169439,12890637,19916218,80913.9613749304,537992954,139193854,245925,245343,251450,1374
2026-05-07,948235,948376,142,531108,266031,255276,5935843,5396975,5373358,255012,307387232,17883559,24735416,81436.85936825167,549710371,144353787,256783,254735,258871,2611
2026-05-08,948377,948523,147,581936,314640,282866,7762201,5966398,5956683,282588,292178722,26886218,40436263,80024.90767231231,553333795,159375732,282256,282241,277093,670
2026-05-09,948524,948694,171,831620,152472,144499,3495188,3057215,3043047,144362,717283395,12738369,23938626,80197.2669977041,667639032,81420485,144257,144173,121683,949
2026-05-10,948695,948844,150,733259,514483,498381,10970753,10562375,10488196,497964,217984160,20779595,26568846,80677.64981723971,566567220,281941934,505318,497425,478446,9163
2026-05-11,948845,949009,165,772122,528260,519221,11436582,10936862,10925411,518763,246322034,37652219,43230645,82018.3711243874,618843621,292310010,517996,517904,453138,691
2026-05-12,949010,949143,134,587513,335952,324510,7479087,6832213,6820998,324250,281696530,38144476,44599426,81627.56604995472,511396393,182765006,322596,322408,348727,918
2026-05-13,949144,949282,139,620400,346324,334029,7629342,7060321,7028416,333093,259637523,18019273,30855431,80482.14377829393,533961669,188653589,332561,331931,346044,2882
2026-05-14,949283,949433,151,684549,416580,407078,9085247,8577433,8563822,406741,261878507,33592730,39591287,79288.8420865621,565725598,229472558,405950,405748,388207,992
2026-05-15,949434,949578,145,618617,339597,326500,7703248,6904687,6889464,325716,316121490,22567515,32090699,81059.11595417073,555581184,185942689,325322,324270,324248,1521
2026-05-16,949579,949729,151,679928,440548,430791,9697600,9079950,9072328,430092,231568445,31598309,38060811,79068.6684041429,577689255,260786611,428686,428667,410821,436
2026-05-17,949730,949869,140,605313,391610,382216,8645417,8054580,8042984,381861,206065632,36811155,50009433,78132.7535126921,543224690,221121716,380770,380753,393136,783
2026-05-18,949870,950009,140,600874,346831,331930,8083567,7009619,6985825,331348,251525863,24152047,33406567,77428.51866052429,533876142,186695335,331232,330188,341414,2154
2026-05-19,950010,950151,142,618114,369239,352190,8513452,7441165,7418616,351860,254455209,24703297,32583227,76959.40571528324,542910764,198701611,352357,351252,357150,2172
2026-05-20,950152,950303,152,676439,425811,418082,9247251,8813071,8802755,417647,244006959,23966563,28545812,76758.73155866472,568452980,235236000,416919,416817,396078,654
2026-05-21,950304,950430,127,538509,284623,273975,6218395,5814587,5779246,273568,273413652,25763336,32089449,77470.39614899461,493787273,154514979,274131,272519,310649,3311
2026-05-22,950431,950586,156,708628,447780,437663,9711779,9288747,9231802,436989,257551362,36520001,48617873,77550.38308320483,596781405,246505606,436105,435914,403997,2853
2026-05-23,950587,950750,164,732845,505307,492503,10854034,10464468,10373010,491704,232980008,36116663,45106092,75478.38285862996,588206713,278391871,489651,489646,432442,4223
2026-05-24,950751,950881,131,628352,424660,411612,9135964,8792467,8683037,410662,213695834,36170798,45970812,76684.37097078416,505678584,232672123,409290,409288,452459,5986
2026-05-25,950882,951046,165,781994,549562,535312,11787534,11392184,11274717,534356,277617111,57301544,68956432,77016.06581859986,622834951,302023461,533240,532918,467181,5303
2026-05-26,951047,951185,139,627380,383179,368892,8280705,7882144,7772252,367948,342849652,45743448,58630222,77258.39912360838,552733853,208289978,367548,366503,382161,6389
2026-05-27,951186,951325,140,645768,393024,383207,8532989,8137931,8089512,381712,299748761,45615397,54293734,75851.10409561773,548294492,216750450,380568,380283,394156,2653
2026-05-28,951326,951487,162,779340,516189,506275,11148299,10737788,10691563,503993,349007709,73397521,81976933,74339.61694703094,641756317,286984826,502967,502959,450022,2692
2026-05-29,951488,951627,140,648318,380240,372682,8344654,7924924,7898176,369547,388629609,59317474,79041366,73651.64255141478,556379903,211446314,368448,368446,383330,1488
2026-05-30,951628,951769,142,651123,418331,411043,9066501,8705359,8681435,408944,299792147,49803339,56291502,73500.91507629369,540973792,232871961,407976,407969,416832,1282
2026-05-31,951770,951913,144,717451,508425,501009,10926170,10591414,10566575,499379,271843942,54794799,65214294,73820.30385315015,560950885,282618738,499306,498271,501009,1931
2026-06-01,951914,952048,135,558154,295666,287579,6503084,6113272,6085207,286165,358244909,46786730,55798806,73598.6681238158,519392301,163141460,284272,283973,306751,1654
2026-06-02,952049,952158,110,438817,186275,178541,4197660,3792912,3773836,177452,398576010,37252567,47327361,71320.29306465392,430467531,100593098,177400,177387,233726,1333
2026-06-03,952159,952266,108,424362,159052,151924,3615511,3224000,3210212,150773,435823639,39813327,51992475,66727.26415497709,429446363,86029731,150731,150729,202565,1032
2026-06-04,952267,952408,142,588281,311602,303240,6905448,6417088,6399829,302071,416468967,54298563,66488971,64046.61064609333,551880539,171170691,301989,301989,307511,1007
2026-06-05,952409,952543,135,569981,291337,283325,6522226,5979203,5966901,282353,393197723,56055431,71046777,63810.65923840883,534939032,159315611,282235,282234,302213,796
2026-06-06,952544,952665,122,530864,298544,290486,6526082,6135647,6115354,289551,291937773,35961908,43106853,60960.10140035313,483851559,163548260,288258,288133,342869,1969
2026-06-07,952666,952782,117,548514,342259,333798,7397201,7063186,7030497,332782,235454217,33127505,38356382,60855.25426528331,459607472,188297639,333298,332196,410828,3812
2026-06-08,952783,952909,127,580206,342829,335675,7527759,7136504,7123501,333400,292348296,50639647,60700007,63273.537430635515,498989666,190057848,332937,332854,380608,948
2026-06-09,952910,953033,124,573287,329477,322518,7202467,6830417,6812274,321197,310545987,43309939,50525650,63069.147792658114,493243260,181588678,319701,319692,374537,1059
2026-06-10,953034,953159,126,567680,317958,310401,6958116,6574970,6557715,309207,301456733,42988172,49302729,61669.76384194788,496664398,174927384,308592,308567,354744,1409
2026-06-11,953160,953294,135,637515,384597,377218,8354939,7983815,7966735,375884,355128138,57874725,64895894,61480.144432833426,533390918,212780320,375490,375468,402366,1414
2026-06-12,953295,953441,147,647883,378553,371620,8229574,7861429,7849412,370213,378386808,71065678,80937996,63555.66181107698,584091463,209402466,370028,369946,364036,906
2026-06-13,953442,953565,124,550296,328436,322168,7865824,7554909,7536955,317410,341175237,65527747,71589838,63532.27782485316,490935276,201238022,273533,273524,374131,1783
2026-06-14,953566,953711,146,726520,515962,507724,11103460,10772275,10738917,505927,265664341,75323463,81035264,64408.80975375945,571523081,286522982,504826,504823,500769,2825
2026-06-15,953712,953861,150,710717,453582,445038,9850399,9433963,9415711,443263,371797972,74909714,83570736,65709.31094599118,594956263,250849262,442758,442476,427236,1494
2026-06-16,953862,954023,162,786360,534526,527510,11544044,11153452,11144999,525447,331641443,73914983,80047240,66292.50117921834,639527681,297157133,524862,524764,468898,516
2026-06-17,954024,954155,132,601375,354319,347533,7714169,7368853,7356377,345976,334046601,58361755,64499375,65619.28080038042,521907258,196056040,345349,345348,379127,1027
2026-06-18,954156,954320,165,815537,559367,552082,12069657,11683623,11668905,549682,345834819,92367876,99567334,64444.545329668814,655002574,313792700,549172,549172,481817,801
2026-06-19,954321,954471,151,746922,500058,492057,10785616,10409862,10387746,490587,325862024,76334906,82614694,62897.23855524796,594671549,276906200,490307,490156,469246,1670
2026-06-20,954472,954626,155,779461,566970,559609,12164843,11842554,11820506,558011,267961120,110339015,115900278,63489.81094752525,591350670,314360447,557638,557638,519895,1776
2026-06-21,954627,954760,134,669777,475396,469249,10254604,9946865,9932339,466554,244324063,69684403,74036886,64253.39869532133,526808267,264027041,466172,466169,504268,1160
2026-06-22,954761,954916,156,770946,528274,520479,11364028,11011371,10986105,518814,306325822,88269206,94637357,63255.48525259375,606017148,292419792,518451,518417,480442,2049
2026-06-23,954917,955089,173,862979,617866,609692,13290376,12885225,12865225,607911,323013756,88781771,94047924,63937.28526422244,678775085,342582744,607149,606712,507489,1382
2026-06-24,955090,955244,155,749523,498799,491682,10807386,10387168,10378861,489953,339613883,76076881,81983997,62662.29201921944,609080131,277169970,489186,489167,456788,487
2026-06-25,955245,955414,170,805731,541498,533434,11693015,11297427,11276493,531262,336565881,72694978,79893819,60989.57352152134,658782804,301218578,530703,530678,451850,1415
2026-06-26,955415,955569,155,712555,449891,443251,9767084,9367014,9357828,441702,343583764,81222530,89701795,59726.73653480851,591125751,249690463,441299,441235,411794,493
2026-06-27,955575,955742,168,826722,596755,588947,12840899,12447607,12428146,587337,275443601,66775351,72401641,60022.32566638378,659290452,332137550,587949,587176,505285,1581
2026-06-28,955743,955871,129,618408,414251,407460,8950220,8619616,8601186,406113,231470117,47255834,52183814,59953.443344011124,503965881,227969421,404650,403769,452673,1948
2026-06-29,955872,955996,125,530622,285569,278147,6273170,5897669,5880473,276888,336016433,41448857,47783122,59494.606386317784,491261822,156810691,276762,276740,321148,1659
2026-06-30,955997,956145,149,626857,358643,347219,7833269,7385085,7349449,346041,403024809,48892811,60346991,60152.35872063589,585174167,189175474,337119,333732,324650,3899
2026-07-01,956146,956288,143,609410,333030,323298,7295950,6866038,6838172,322326,355755695,46127763,54810012,58566.091991843154,566877104,184122742,326553,324495,329722,2825
2026-07-02,956289,956419,131,539789,268506,253896,5881931,5433350,5374380,253073,410182397,36159184,47808258,59967.685041718134,517526774,141719969,263229,258125,285600,6451
2026-07-03,956420,956570,151,687066,405163,389188,8822611,8306131,8249071,387480,339766066,44118015,52925448,61490.21448471664,588666263,217854509,393287,386896,373193,7849
2026-07-04,956571,956724,154,769373,545259,535329,11721183,11304546,11275133,534309,241068517,47701897,53133632,62553.61289177051,598653524,292925641,530498,527386,495034,3328
2026-07-05,956725,956852,128,636134,434050,427530,9382291,9026440,9015709,426480,226883213,39919744,45414160,63088.406753852214,496713081,236356133,424673,424471,480098,856
2026-07-06,956853,956968,116,507455,266208,259112,5879587,5478578,5471919,258353,375476805,33161817,40786745,63586.102141021256,458370464,151605797,270782,270728,338319,554
2026-07-07,956969,957108,140,631370,368127,357808,8075393,7622532,7592545,356674,355366460,38555519,48655360,64001.23542391328,548288982,194359143,347465,346656,360542,2904
2026-07-08,957109,957241,133,597827,351099,342353,7636443,7252924,7232848,341465,253555173,33030431,39318046,63335.30929080668,514889635,191721510,343996,342312,373428,2410
2026-07-09,957242,957366,125,559726,308487,301431,6774493,6381992,6374551,300641,278716430,31240673,38859634,62247.1304822092,492995245,165824289,297435,297331,344108,562
2026-07-10,957367,957496,130,579657,317898,310853,6983190,6581610,6572459,309818,306265527,33117464,40279842,63192.8789720319,509390684,166521742,300512,300504,334393,506
2026-07-11,957497,957635,139,677379,450784,439688,9859623,9344874,9300713,438607,229377398,38896973,45809371,64110.97482196822,537371546,244824452,439054,438569,456225,3994
2026-07-12,957636,957779,144,764400,563005,557029,12077448,11741858,11734616,556058,208121973,45787200,51172694,63791.35305345348,562727797,302116227,547778,547695,549538,936
2026-07-13,957780,957926,147,706854,462819,454394,9960912,9578415,9558382,453960,268296994,40162358,46342060,63746.65595793199,577158674,250580223,460214,458748,450026,1958
2026-07-14,957927,958080,154,739296,485590,472600,10466628,10021766,9964608,471637,297335255,43670596,52296260,62278.96301585648,602734714,268621745,490008,488804,458850,5331
2026-07-15,958081,958220,140,558140,292886,285578,6467870,6063436,6055213,285252,363394780,36057412,44788116,64983.51907427709,551646607,153829317,280888,280831,290626,495
2026-07-16,958221,958341,121,536714,281121,274674,6152629,5808818,5800550,274493,332220202,32994518,40382479,64717.168891130066,480665784,151550882,277861,277651,332218,651
2026-07-17,958342,958468,127,577684,320129,313744,7016146,6659935,6653955,313453,333690071,35363053,43985035,63757.311926272996,507212755,170189259,308048,308042,351350,398
2026-07-18,958487,958634,148,786793,577476,570852,12375418,12028222,12018455,570622,223018254,49507256,54431171,63918.383235832494,656869408,337967494,611671,611083,531654,886
2026-07-19,958640,958799,160,868635,666214,658933,14301259,13882229,13872949,658551,227200654,50927928,57026997,64815.18442406561,643255342,374054233,683978,683946,598451,568
2026-07-20,958800,958945,146,730630,485476,477672,10547243,10085788,10076476,477334,294801712,43767354,50836213,64568.58417474858,578893028,266007733,485100,484872,479397,683
2026-07-21,958946,959083,138,651356,398714,390729,8700883,8253467,8240168,390322,298157333,40928566,48225434,65143.63336057771,548659015,203647381,376563,376116,393936,1078
2026-07-22,959084,959198,115,497347,244526,237382,5413236,5024516,5017170,237036,281761450,31146370,37711790,66538.77989486973,452644002,136741053,251127,251092,316257,561
2026-07-23,959199,959236,38,172106,112018,110248,2430344,2331610,2329395,110118,65813391,11365793,12693239,66077.05646514206,136548870,50179816,93032,92996,374408,576
